,lai_q05,lai_q50,lai_q95,ccc_q05,ccc_q50,ccc_q95,sensing_date,agdd,farm,parcel,variety,cab_q50
92,0.36115193217992786,0.4258487820625305,0.6063168644905087,0.08850527815520763,0.13067437708377838,0.18946815803647007,2022-03-25,516,Strickhof,Bramenwies,Montalbano,30.685628934026283
93,0.355265836417675,0.42519456148147583,0.5519284963607787,0.08752931170165541,0.13933062553405762,0.2232839129865169,2022-03-27,539,Strickhof,Bramenwies,Montalbano,32.76867536795335
94,0.4868553221225739,0.6606511473655701,0.8120884746313092,0.15271157398819923,0.21531222760677338,0.30083418637514103,2022-04-06,601,Strickhof,Bramenwies,Montalbano,32.5909110224599
95,0.6180020093917847,0.8495610356330872,0.9821659088134761,0.21400022506713867,0.31860220432281494,0.4363928809762001,2022-04-14,684,Strickhof,Bramenwies,Montalbano,37.50197937048687
96,0.8096453100442886,1.2643749713897705,1.4549431383609768,0.3169004574418068,0.47580909729003906,0.645419180393219,2022-04-19,738,Strickhof,Bramenwies,Montalbano,37.63196109197267
97,0.872926476597786,1.3060935735702515,1.591861444711685,0.3251016721129417,0.5717743039131165,0.7164366245269775,2022-04-21,759,Strickhof,Bramenwies,Montalbano,43.77743796335755
98,2.0493895053863525,3.1344820261001587,3.625696992874145,0.8817220091819764,1.4937827587127686,1.8452589213848112,2022-05-01,860,Strickhof,Bramenwies,Montalbano,47.65644678369058
99,1.9944697558879854,3.7965885400772095,4.299712753295898,0.8589653193950655,2.0991885662078857,2.5025810599327087,2022-05-11,998,Strickhof,Bramenwies,Montalbano,55.2914424106963
100,2.0698566675186156,4.0173163414001465,4.5296931028366085,0.9066015630960464,2.217546224594116,2.6433788180351256,2022-05-14,1054,Strickhof,Bramenwies,Montalbano,55.199691439316425
101,2.547429323196411,3.6691781282424927,4.4363511323928835,1.1103877604007721,1.7708798050880432,2.3871985197067263,2022-05-16,1092,Strickhof,Bramenwies,Montalbano,48.26366404664798
102,2.8686954975128174,3.6902263164520264,4.246930241584778,1.173289030790329,1.6327770948410034,1.9624297738075256,2022-05-26,1276,Strickhof,Bramenwies,Montalbano,44.245988045818265
103,2.1875481605529785,3.7220464944839478,4.642925524711609,0.9158950626850129,1.7644019722938538,2.476360988616943,2022-06-10,1514,Strickhof,Bramenwies,Montalbano,47.40408199920898
